#Organism Group	Strain	Isolate identifiers	Serovar	Isolate	Create date	Location	Isolation Source	Isolation type	SNP cluster	Min-same	Min-diff	BioSample	Assembly	AMR genotypes	Computed types
Acinetobacter baumannii	MRSN7274	"MRSN 7274","MRSN7274","SRS1334371"		PDT000113233.1	2016-03-10T19:26:26Z	USA:Washington, DC	wound	clinical	PDS000005666.14	1	3	SAMN04515803	GCA_016610485.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE	
Acinetobacter baumannii	MRSN7308	"MRSN 7308","MRSN7308","SRS1334369"		PDT000113235.1	2016-03-10T19:26:27Z	USA:Washington, DC	wound	clinical	PDS000005666.14	0	8	SAMN04515805	GCA_016529775.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE	
Acinetobacter baumannii	MRSN11777	"MRSN 11777","MRSN11777","SRS1335147"		PDT000113588.1	2016-03-11T03:25:32Z	USA:Washington, DC	urine	clinical	PDS000005666.14	1	1	SAMN04545389	GCA_016529715.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE	
Acinetobacter baumannii	MRSN7470	"MRSN 7470","MRSN7470","SRS1335143"		PDT000113596.1	2016-03-11T04:26:16Z	USA:Washington, DC	wound	clinical	PDS000005666.14	2	3	SAMN04545393	GCA_016528655.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE	
Acinetobacter baumannii	MRSN7673	"MRSN 7673","MRSN7673","SRS1335154"		PDT000113605.1	2016-03-11T04:26:16Z	USA:Washington, DC	STERILE BODY SITE	clinical	PDS000005666.14	2	6	SAMN04545404	GCA_016528415.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-VIa=COMPLETE,aph(6)-Id=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	
Acinetobacter baumannii	MRSN7769	"MRSN 7769","MRSN7769","SRS1335151"		PDT000113609.1	2016-03-11T04:26:16Z	USA:Washington, DC	STERILE BODY SITE	clinical	PDS000005666.14	1	1	SAMN04545408	GCA_016528325.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE	
Acinetobacter baumannii	MRSN11709	"MRSN 11709","MRSN11709","SRS1336867"		PDT000113685.1	2016-03-11T21:26:43Z	USA:Washington, DC	wound	clinical	PDS000005666.14	5	13	SAMN04546716	GCA_016528315.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-Ia=PARTIAL,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(39)=COMPLETE,tet(A)=COMPLETE	
Acinetobacter baumannii	MRSN11732	"MRSN 11732","MRSN11732","SRS1336866"		PDT000113686.1	2016-03-11T21:26:43Z	USA:Washington, DC	wound	clinical	PDS000005666.14	1	23	SAMN04546717	GCA_016528365.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE	
Acinetobacter baumannii	MRSN11776	"MRSN 11776","MRSN11776","SRS1336864"		PDT000113688.1	2016-03-11T21:26:43Z	USA:Washington, DC	wound	clinical	PDS000005666.14	1	1	SAMN04546719	GCA_016528235.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE	
Acinetobacter baumannii	MRSN7255	"MRSN 7255","MRSN7255","SRS1336869"		PDT000113694.1	2016-03-11T21:26:44Z	USA:Washington, DC	wound	clinical	PDS000005666.14	0	0	SAMN04546725	GCA_016528085.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE	
Acinetobacter baumannii	MRSN7272	"MRSN 7272","MRSN7272","SRS1336876"		PDT000113695.1	2016-03-11T21:26:44Z	USA:Washington, DC	wound	clinical	PDS000005666.14	0	3	SAMN04546726	GCA_016528055.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE	
Acinetobacter baumannii	MRSN7326	"MRSN 7326","MRSN7326","SRS1336874"		PDT000113697.1	2016-03-11T21:26:44Z	USA:Washington, DC	respiratory	clinical	PDS000005666.14	1	2	SAMN04546728	GCA_016527955.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE	
Acinetobacter baumannii	MRSN7367	"MRSN 7367","MRSN7367","SRS1336873"		PDT000113698.1	2016-03-11T21:26:44Z	USA:Washington, DC	blood	clinical	PDS000005666.14	0	1	SAMN04546729	GCA_016527885.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE	
Acinetobacter baumannii	MRSN902	"MRSN 902","MRSN902","SRS1336871"		PDT000113700.1	2016-03-11T21:26:44Z	USA:Washington, DC	respiratory	clinical	PDS000005666.14	0	0	SAMN04546731	GCA_016527715.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-312=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE	
Acinetobacter baumannii	MRSN7571	"MRSN 7571","MRSN7571","SRS1337494"		PDT000113798.1	2016-03-12T01:27:06Z	USA:Washington, DC	wound	clinical	PDS000005666.14	2	3	SAMN04547098	GCA_016527555.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE	
Acinetobacter baumannii	MRSN7612	"MRSN 7612","MRSN7612","SRS1337499"		PDT000113800.1	2016-03-12T01:27:06Z	USA:Washington, DC	STERILE BODY SITE	clinical	PDS000005666.14	0	1	SAMN04547100	GCA_016527575.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE	
Acinetobacter baumannii	MRSN11780	"MRSN 11780","MRSN11780","SRS1337609"		PDT000114092.1	2016-03-14T01:10:25Z	USA:Washington, DC	respiratory	clinical	PDS000005666.14	1	1	SAMN04549255	GCA_016527195.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE	
Acinetobacter baumannii	MRSN7524	"MRSN 7524","MRSN7524","SRS1337610"		PDT000114100.1	2016-03-14T01:10:26Z	USA:Washington, DC	STERILE BODY SITE	clinical	PDS000005666.14	0	1	SAMN04549263	GCA_016526675.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE	
Acinetobacter baumannii	MRSN7678	"MRSN 7678","MRSN7678","SRS1337616"		PDT000114107.1	2016-03-14T01:10:26Z	USA:Washington, DC	wound	clinical	PDS000005666.14	0	5	SAMN04549270	GCA_016526445.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE	
Acinetobacter baumannii	MRSN7806	"MRSN 7806","MRSN7806","SRS1337612"		PDT000114111.1	2016-03-14T01:10:26Z	USA:Washington, DC	STERILE BODY SITE	clinical	PDS000005666.14	0	4	SAMN04549274	GCA_016526225.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE	
Acinetobacter baumannii	MRSN11781	"MRSN 11781","MRSN11781","SRS1337669"		PDT000114204.1	2016-03-14T09:12:00Z	USA:Washington, DC	respiratory	clinical	PDS000005666.14	1	1	SAMN04549300	GCA_016526265.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE	
Acinetobacter baumannii	MRSN7491	"MRSN 7491","MRSN7491","SRS1337671"		PDT000114207.1	2016-03-14T09:12:01Z	USA:Washington, DC	wound	clinical	PDS000005666.14	0	1	SAMN04549303	GCA_016526075.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE	
Acinetobacter baumannii	MRSN7525	"MRSN 7525","MRSN7525","SRS1337666"		PDT000114208.1	2016-03-14T09:12:01Z	USA:Washington, DC	respiratory	clinical	PDS000005666.14	0	1	SAMN04549305	GCA_016526055.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE	
Acinetobacter baumannii	MRSN7643	"MRSN 7643","MRSN7643","SRS1337664"		PDT000114213.1	2016-03-14T09:12:01Z	USA:Washington, DC	wound	clinical	PDS000005666.14	6	10	SAMN04549310	GCA_016525695.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE	
Acinetobacter baumannii	MRSN7780	"MRSN 7780","MRSN7780","SRS1337672"		PDT000114219.1	2016-03-14T09:12:01Z	USA:Washington, DC	wound	clinical	PDS000005666.14	2	4	SAMN04549316	GCA_016525795.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE	
Acinetobacter baumannii	MRSN10191	"MRSN 10191","MRSN10191","SRS1337901"		PDT000114222.1	2016-03-14T15:14:54Z	USA:Washington, DC	wound	clinical	PDS000005666.14	1	1	SAMN04549497	GCA_016525745.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE	
Acinetobacter baumannii	MRSN11784	"MRSN 11784","MRSN11784","SRS1337900"		PDT000114223.1	2016-03-14T15:14:54Z	USA:Washington, DC	wound	clinical	PDS000005666.14	1	0	SAMN04549498	GCA_016525775.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE	
Acinetobacter baumannii	MRSN7510	"MRSN 7510","MRSN7510","SRS1337895"		PDT000114229.1	2016-03-14T15:14:54Z	USA:Washington, DC	wound	clinical	PDS000005666.14	0	1	SAMN04549504	GCA_016525535.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE	
Acinetobacter baumannii	MRSN7526	"MRSN 7526","MRSN7526","SRS1337894"		PDT000114230.1	2016-03-14T15:14:55Z	USA:Washington, DC	blood	clinical	PDS000005666.14	0	1	SAMN04549505	GCA_016525575.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE	
Acinetobacter baumannii	MRSN7579	"MRSN 7579","MRSN7579","SRS1337909"		PDT000114233.1	2016-03-14T15:14:55Z	USA:Washington, DC	wound	clinical	PDS000005666.14	1	0	SAMN04549508	GCA_016525435.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE	
Acinetobacter baumannii	MRSN7683	"MRSN 7683","MRSN7683","SRS1337905"		PDT000114237.1	2016-03-14T15:14:55Z	USA:Washington, DC	wound	clinical	PDS000005666.14	6	10	SAMN04549512	GCA_016525335.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE	
Acinetobacter baumannii	MRSN7723	"MRSN 7723","MRSN7723","SRS1337904"		PDT000114238.1	2016-03-14T15:14:55Z	USA:Washington, DC	wound	clinical	PDS000005666.14	9	14	SAMN04549513	GCA_016525415.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE	
Acinetobacter baumannii	MRSN7811	"MRSN 7811","MRSN7811","SRS1337902"		PDT000114241.1	2016-03-14T15:14:55Z	USA:Washington, DC	wound	clinical	PDS000005666.14	13	11	SAMN04549516	GCA_016525315.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE	
Acinetobacter baumannii	MRSN7545	"MRSN 7545","MRSN7545","SRS1338130"		PDT000114249.1	2016-03-14T16:14:07Z	USA:Washington, DC	wound	clinical	PDS000005666.14	0	1	SAMN04549552	GCA_016525195.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE	
Acinetobacter baumannii	MRSN7686	"MRSN 7686","MRSN7686","SRS1338143"		PDT000114255.1	2016-03-14T16:14:07Z	USA:Washington, DC	blood	clinical	PDS000005666.14	4	8	SAMN04549558	GCA_016525095.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE	
Acinetobacter baumannii	MRSN11793	"MRSN 11793","MRSN11793","SRS1338332"		PDT000114263.1	2016-03-14T19:13:23Z	USA:Washington, DC	urine	clinical	PDS000005666.14	2	2	SAMN04549825	GCA_016524945.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE	
Acinetobacter baumannii	MRSN15064	"MRSN 15064","MRSN15064","SRS1338331"		PDT000114264.1	2016-03-14T19:13:23Z	USA:Washington, DC	TISSUE	clinical	PDS000005666.14	1	2	SAMN04549826	GCA_016524895.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-VIa=COMPLETE,aph(6)-Id=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	
Acinetobacter baumannii	MRSN7500	"MRSN 7500","MRSN7500","SRS1338327"		PDT000114268.1	2016-03-14T19:13:23Z	USA:Washington, DC	blood	clinical	PDS000005666.14	0	1	SAMN04549830	GCA_016524795.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE	
Acinetobacter baumannii	MRSN11680	"MRSN 11680","MRSN11680","SRS1338492"		PDT000114284.1	2016-03-14T20:15:40Z	USA:Washington, DC	respiratory	clinical	PDS000005666.14	7	8	SAMN04549865	GCA_016524215.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-523=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE	
Acinetobacter baumannii	MRSN11792	"MRSN 11792","MRSN11792","SRS1338491"		PDT000114285.1	2016-03-14T20:15:40Z	USA:Washington, DC	respiratory	clinical	PDS000005666.14	5	5	SAMN04549866	GCA_016524235.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE	
Acinetobacter baumannii	MRSN7667	"MRSN 7667","MRSN7667","SRS1338484"		PDT000114298.1	2016-03-14T20:15:41Z	USA:Washington, DC	wound	clinical	PDS000005666.14	1	18	SAMN04549879	GCA_016523995.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE	
Acinetobacter baumannii	MRSN7759	"MRSN 7759","MRSN7759","SRS1338481"		PDT000114302.1	2016-03-14T20:15:41Z	USA:Washington, DC	wound	clinical	PDS000005666.14	0	4	SAMN04549883	GCA_016523875.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE	
Acinetobacter baumannii	MRSN7792	"MRSN 7792","MRSN7792","SRS1338480"		PDT000114303.1	2016-03-14T20:15:41Z	USA:Washington, DC	wound	clinical	PDS000005666.14	1	2	SAMN04549884	GCA_016523935.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE	
Acinetobacter baumannii	MRSN7415	"MRSN 7415","MRSN7415","SRS1338518"		PDT000114309.1	2016-03-14T21:13:13Z	USA:Washington, DC	wound	clinical	PDS000005666.14	0	10	SAMN04550079	GCA_016523855.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE	
Acinetobacter baumannii	MRSN7797	"MRSN 7797","MRSN7797","SRS1338516"		PDT000114324.1	2016-03-14T21:13:14Z	USA:Washington, DC	STERILE BODY SITE	clinical	PDS000005666.14	0	4	SAMN04550094	GCA_016523495.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE	
Acinetobacter baumannii	MRSN7819	"MRSN 7819","MRSN7819","SRS1338515"		PDT000114325.1	2016-03-14T21:13:14Z	USA:Washington, DC	respiratory	clinical	PDS000005666.14	2	6	SAMN04550095	GCA_016523395.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE	
Acinetobacter baumannii	MRSN11796	"MRSN 11796","MRSN11796","SRS1338632"		PDT000114327.1	2016-03-14T21:13:14Z	USA:Washington, DC	wound	clinical	PDS000005666.14	7	8	SAMN04550106	GCA_016523405.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE	
Acinetobacter baumannii	MRSN11748	"MRSN 11748","MRSN11748","SRS1339072"		PDT000114574.1	2016-03-15T18:10:43Z	USA:Washington, DC	wound	clinical	PDS000005666.14	10	0	SAMN04555175	GCA_016523045.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(39)=COMPLETE,tet(A)=COMPLETE	
Acinetobacter baumannii	MRSN7129	"MRSN 7129","MRSN7129","SRS1339068"		PDT000114578.1	2016-03-15T18:10:43Z	USA:Washington, DC	STERILE BODY SITE	clinical	PDS000005666.14	0	0	SAMN04555179	GCA_016522915.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-79=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(A)=COMPLETE	
